Ticker,Date,Quarter,Stock Price Change,URL,Report_Text
BA,2024-10-23,Q3 2024 Earnings Call Transcript,-3.456479689181939,https://www.fool.com/earnings/call-transcripts/2024/10/23/boeing-ba-q3-2024-earnings-call-transcript/,output_BA_2024-10-23.txt
KO,2024-07-23,Q3 2024 Earnings Call Transcript,0.8373096893411867,https://www.fool.com/earnings/call-transcripts/2024/07/23/coca-cola-ko-q2-2024-earnings-call-transcript/,output_KO_2024-07-23.txt
EDU,2024-10-23,Q1 2025 Earnings Call Transcript,-13.153776796805158,https://www.fool.com/earnings/call-transcripts/2024/10/23/new-oriental-education-technology-group-edu-q1-202/,output_EDU_2024-10-23.txt
NEE,2024-07-24,Q3 2024 Earnings Call Transcript,3.967765622169916,https://www.fool.com/earnings/call-transcripts/2024/07/24/nextera-energy-nee-q2-2024-earnings-call-transcrip/,output_NEE_2024-07-24.txt
GD,2024-10-23,Q3 2024 Earnings Call Transcript,-9.802359643717567,https://www.fool.com/earnings/call-transcripts/2024/10/23/general-dynamics-gd-q3-2024-earnings-call-transcri/,output_GD_2024-10-23.txt
T,2024-07-24,Q3 2024 Earnings Call Transcript,1.2029805317879618,https://www.fool.com/earnings/call-transcripts/2024/07/24/att-t-q2-2024-earnings-call-transcript/,output_T_2024-07-24.txt
TMO,2024-07-24,Q3 2024 Earnings Call Transcript,-2.8574858172046405,https://www.fool.com/earnings/call-transcripts/2024/07/24/thermo-fisher-scientific-tmo-q2-2024-earnings-call/,output_TMO_2024-07-24.txt
ENPH,2024-04-23,Q3 2024 Earnings Call Transcript,7.670600756854912,https://www.fool.com/earnings/call-transcripts/2024/04/23/enphase-energy-enph-q1-2024-earnings-call-transcri/,output_ENPH_2024-04-23.txt
STX,2024-10-23,Q1 2025 Earnings Call Transcript,-4.205264078614436,https://www.fool.com/earnings/call-transcripts/2024/10/23/seagate-technology-plc-stx-q1-2025-earnings-call-t/,output_STX_2024-10-23.txt
FCX,2024-10-22,Q3 2024 Earnings Call Transcript,-9.024622220600694,https://www.fool.com/earnings/call-transcripts/2024/10/22/freeport-mcmoran-fcx-q3-2024-earnings-call-transcr/,output_FCX_2024-10-22.txt
